Installation ID,Installation Name,Installation Name (Clean),Company Name (MoE),Installation Address,First Verified Emissions Year,Last Verified Emissions Year,Main Activity Code,Main Activity Name
CZ-0005,Procter&Gamble - Rakona - Kotelna,Rakona – Kotelna,"PROCTER&GAMBLE-RAKONA, s.r.o.","Ottova 402, 269 32 Rakovník",2008,2025,20,Výroba elektřiny a tepla
CZ-0006,PARAMO-HS Pardubice,HS Pardubice,Paramo a.s.,"Přerovská  560, 53006 Pardubice",2008,2025,21,Rafinace minerálních olejů
CZ-0007,PARAMO-HS Kolín,HS Kolín,ORLEN Unipetrol RPA s.r.o.,"Ovčárecká 314, 28002 Kolín",2008,2025,21,Rafinace minerálních olejů
CZ-0021,ArcelorMittal Tubular Products Karviná,Tubular Products Karviná,ArcelorMittal Tubular Products Karviná a.s.,"Rudé armády 471, Karviná - Hranice, 73323",2008,2025,1,Výroba elektřiny a tepla
CZ-0023,Cukrovar Vrbátky - uhelná kotelna,Uhelná kotelna,,,2008,2024,20,Výroba elektřiny a tepla
CZ-0024,innogy Energo - Teplárna Náchod,Teplárna Náchod,"innogy Energo, s.r.o.","Plhovská 544, 547 35 Náchod",2008,2025,20,Výroba elektřiny a tepla
CZ-0025,innogy Energo - Teplárna Králův Dvůr,Teplárna Králův Dvůr,,,2008,2018,20,Výroba elektřiny a tepla
CZ-0028,OPATHERM - Výtopna Hillova,Výtopna Hillova,,,2008,2019,20,Výroba elektřiny a tepla
CZ-0029,OPATHERM - Výtopna Olomoucká,Výtopna Olomoucká,,,2008,2017,20,Výroba elektřiny a tepla
CZ-0034,"Slévárna ČKD Kutná Hora, a.s.",Slévárna,"ČKD Kutná Hora, a.s.","Karlov č.p. 197, Kutná Hora, 284 49",2008,2025,20,Výroba elektřiny a tepla
CZ-0036,Iveco - Výtopna E-1,Výtopna E-1,,,2008,2019,20,Výroba elektřiny a tepla
CZ-0038,DIAMO-odštěpný závod GEAM provoz Chemická úpravna,Odštěpný závod GEAM provoz Chemická úpravna,,,2008,2019,20,Výroba elektřiny a tepla
CZ-0040,SCB Foundry - Slévárna České Budějovice,Slévárna České Budějovice,,,2008,2019,25,Železo a ocel
CZ-0041,"Chrudim IRON&STEEL,s.r.o. - Slévárna tvárné litiny",Slévárna tvárné litiny,,,2008,2014,20,Výroba elektřiny a tepla
CZ-0045,Plzeňský Prazdroj - varny závodu Plzeň,Varny závodu Plzeň,"Plzeňský Prazdroj, a.s.","U Prazdroje 64/7,301 00",2008,2025,20,Výroba elektřiny a tepla
CZ-0047,Kappa Morava Paper a Kappa Žimrovice,Kappa Morava Paper a Kappa Žimrovice,Smurfit Westrock Czech s.r.o.,"Žimrovice,  747 41, Hradec nad Moravicí - Žimrovice",2008,2025,1,Výroba elektřiny a tepla
CZ-0048,"Synthesia a.s., odštěpný závod SYNTHESIA",Odštěpný závod,"Synthesia, a.s.","Pardubice, Semtín, č.p.103, 532 17",2008,2025,20,Výroba elektřiny a tepla
CZ-0052,KAREL HOLOUBEK - Trade Group - Teplárna Bohatice,Teplárna Bohatice,,,2008,2017,20,Výroba elektřiny a tepla
CZ-0053,ArcelorMittal Frýdek-Místek,Frýdek-Místek,,,2008,2017,24,Železo a ocel
CZ-0063,Teva Czech Industries - Energetika - kotelna,Energetika – kotelna,Teva Czech Industries s.r.o.,"Ostravská 29, Opava, Komárov, 747 70",2008,2025,1,Výroba elektřiny a tepla
CZ-0065,Psychiatr. léčebna v Dobřanech - plynová kotelna,Plynová kotelna,,,2008,2017,20,Výroba elektřiny a tepla
CZ-0068,Sellier & Bellot - Centrální kotelna,Centrální kotelna,,,2008,2019,20,Výroba elektřiny a tepla
CZ-0069,Tepelné hospodářství Prachatice - kotelna IV - byt,Kotelna IV – byt,,,2008,2019,20,Výroba elektřiny a tepla
CZ-0070,ČEZ Energetické služby - kotelna Nádražní,Kotelna Nádražní,,,2008,2019,20,Výroba elektřiny a tepla
CZ-0071,"Huhtamaki Česká republika, a.s.",Huhtamaki Česká republika,"Huhtamaki Česká republika, a.s.","Petrovická 101, 675 21 Přibyslavice",2008,2025,36,Papír
CZ-0075,POWGEN - TUBOX,POWGEN – TUBOX,,,2008,2015,20,Výroba elektřiny a tepla
CZ-0080,Elektrárny Opatovice - Elektrárna Opatovice,Elektrárna Opatovice,"Elektrárny Opatovice, a.s.","Opatovice nad Labem, 532 13 Pardubice 2",2008,2025,20,Výroba elektřiny a tepla
CZ-0084,SKATLOP a.s.,SKATLOP,,,2008,2024,20,Výroba elektřiny a tepla
CZ-0085,Teplárna Otrokovice - Teplárna,Teplárna,"Teplárna Otrokovice, a.s.",76502 Otrokovice,2008,2025,20,Výroba elektřiny a tepla
CZ-0086,PBS Industry - Plynová výtopna,Plynová výtopna,,,2008,2014,1,Výroba elektřiny a tepla
CZ-0087,"Teplárna Strakonice, a.s.",Teplárna Strakonice,"Teplárna Strakonice, a.s.","Komenského 59, 38643 Strakonice",2008,2025,20,Výroba elektřiny a tepla
CZ-0088,HOLOUBEK ENERGO - Teplárna divize Tevex,Teplárna divize Tevex,,,2008,2018,20,Výroba elektřiny a tepla
CZ-0090,KRPA PAPER - Závodní elektrárna,Závodní elektrárna,"KRPA PAPER, a.s.","Nádražní 266, 543 71 Hostinné",2008,2025,1,Výroba elektřiny a tepla
CZ-0091,Teplárna Zlín s.r.o.,Teplárna Zlín s.r.o.,Teplárna Zlín s.r.o.,"Hlavničkovo nábřeží 650, 760 01 Zlín",2008,2025,20,Výroba elektřiny a tepla
CZ-0092,ENERGOTRANS - Elektrárna Mělník 1,Elektrárna Mělník 1,"Energotrans, a.s.",277 03 Horní Počáply,2008,2025,20,Výroba elektřiny a tepla
CZ-0093,Pražská teplárenská - Teplárna Malešice,Teplárna Malešice,Pražská teplárenská a.s.,"Teplárenská 611/1, 108 15 Praha 10",2008,2025,20,Výroba elektřiny a tepla
CZ-0096,"ENERGOAQUA, a.s. - Výtopna",Výtopna,"ENERGOAQUA, a.s.","1. máje 823, 75661 Rožnov pod Radhoštěm",2008,2025,20,Výroba elektřiny a tepla
CZ-0097,"AL INVEST Břidličná, a.s.",AL INVEST Břidličná,"AL INVEST Břidličná, a.s.","Bruntálská 167, 793 51 Břidličná",2008,2025,20,Výroba elektřiny a tepla
CZ-0098,C-Energy Planá - kotelna TTA 1,Kotelna TTA 1,C-Energy s.r.o.,"U Cihelny 2128, 390 02 Tábor",2008,2025,20,Výroba elektřiny a tepla
CZ-0099,Heineken - Královský pivovar Krušovice,Královský pivovar Krušovice,,,2008,2019,20,Výroba elektřiny a tepla
CZ-0102,"VÍTKOVICE STEEL, a.s. - Ocelárna I",Ocelárna I,"VÍTKOVICE STEEL, a.s.","Štramberská č.p. 2871/41, 709 00 Ostrava Hulváky",2008,2025,24,Železo a ocel
CZ-0103,Cukrovar Opava,Cukrovar Opava,"Moravskoslezské cukrovary, s.r.o.","Vávrovická 273, Opava - Vávrovice, 74773",2008,2025,1,Výroba elektřiny a tepla
CZ-0105,Veolia Průmyslové služby ČR - Důl ČSM - teplárna,Důl ČSM – teplárna,"Veolia Průmyslové služby ČR, a.s.","Stonava č.p.1077, 735 34  Stonava",2008,2025,20,Výroba elektřiny a tepla
CZ-0107,Veolia Průmyslové služby ČR -Důl Lazy-kotelna Lazy,Důl Lazy – kotelna Lazy,,,2008,2018,20,Výroba elektřiny a tepla
CZ-0111,Veolia Energie Mariánské Lázně - výtopna Nádražní,Výtopna Nádražní,"Veolia Energie Mariánské Lázně, s.r.o.","Nádražní náměstí 294, 35301 Mariánské Lázně",2008,2025,20,Výroba elektřiny a tepla
CZ-0115,Amper Savings - Areál Gumotex Břeclav,Areál Gumotex Břeclav,,,2008,2016,20,Výroba elektřiny a tepla
CZ-0117,OKK - Koksovna Svoboda,Koksovna Svoboda,OKK Koksovny a.s.,"Koksární ul. 1112, 702 24 Ostrava - Přívoz",2008,2025,20,Výroba elektřiny a tepla
CZ-0121,Plzeňská teplárenská - centrální zdroj tepla Plzeň,Centrální zdroj tepla Plzeň,"Plzeňská teplárenská, a.s.","Doubravecká 2760/1, 300 01 Plzeň",2008,2025,20,Výroba elektřiny a tepla
CZ-0124,Veolia Průmyslové služby ČR - kotelna dolu Darkov,Kotelna dolu Darkov,,,2008,2016,20,Výroba elektřiny a tepla
CZ-0126,Veolia Průmyslové služby ČR - kotelna Sviadnov,Kotelna Sviadnov,,,2008,2018,20,Výroba elektřiny a tepla
CZ-0127,Veolia Průmyslové služby ČR - kotelna Chlebovice,Kotelna Chlebovice,,,2008,2018,20,Výroba elektřiny a tepla
CZ-0128,Veolia Průmyslové služby ČR - kotelna Staříč,Kotelna Staříč,,,2008,2018,20,Výroba elektřiny a tepla
CZ-0129,EOP Distribuce - Teplárna Pardubice,Teplárna Pardubice,"EOP Distribuce, a.s.","Arnošta z Pardubic 676, 530 99 Pardubice",2008,2020,20,Výroba elektřiny a tepla
CZ-0130,"JIHLAVSKÉ KOTELNY,s.r.o.",JIHLAVSKÉ KOTELNY,,,2008,2016,20,Výroba elektřiny a tepla
CZ-0134,Liberty Ostrava a.s.,Liberty Ostrava a.s.,,,2008,2024,20,Výroba elektřiny a tepla
CZ-0136,Cement Hranice - rotační pec,Rotační pec,"Cement Hranice, akciová společnost","Bělotínská 288, Hranice I - Město, 45339",2008,2025,29,Cement a vápno
CZ-0138,"Plzeňská teplárenská, a.s. - Teplárna ELU III",Teplárna ELU III,Plzeňská teplárenská a.s.,"Tylova 1/57, 30100 Plzeň",2008,2025,20,Výroba elektřiny a tepla
CZ-0139,Dřevozpracující družstvo - Kotelny družstva,Kotelny družstva,Dřevozpracující družstvo,"Lukavec čp.9, PSČ 394 26,",2008,2025,20,Výroba elektřiny a tepla
CZ-0142,KLATOVSKÁ TEPLÁRNA - Kotelna,Kotelna,,,2008,2020,20,Výroba elektřiny a tepla
CZ-0143,Teplárna Kyjov - Paroplynová kogenerační jednotka,Paroplynová kogenerační jednotka,"Teplárna Kyjov, a.s.","Havlíčkova 180, 69701 Kyjov",2008,2020,20,Výroba elektřiny a tepla
CZ-0145,PILSEN STEEL - Elektrické obloukové pece,Elektrické obloukové pece,,,2008,2022,24,Železo a ocel
CZ-0146,Teplo Bruntál - Centrální výtopna Dolní,Centrální výtopna Dolní,,,2008,2017,20,Výroba elektřiny a tepla
CZ-0148,Teplárna Kladno - Elektrárna Kladno,Elektrárna Kladno,"Teplárna Kladno, s.r.o.","Dubská 257, 27203 Kladno",2008,2025,20,Výroba elektřiny a tepla
CZ-0150,EMBA spol. s r.o.,EMBA,"EMBA, spol. s r.o.","Paseky nad Jizerou 235, 512 47 Paseky nad Jizerou",2008,2025,36,Papír
CZ-0151,Pražská teplárenská - Teplárna Michle,Teplárna Michle,Pražská teplárenská a.s.,"Chodovská 729/5, 140 00 Praha 4",2008,2025,20,Výroba elektřiny a tepla
CZ-0152,Pražská teplárenská - Teplárna Holešovice,Teplárna Holešovice,Pražská teplárenská a.s.,"Partyzánská 1/7, 170 00 Praha 7",2008,2025,20,Výroba elektřiny a tepla
CZ-0153,Veolia Energie Praha - Teplárna Veleslavín,Teplárna Veleslavín,"Veolia Energie Praha, a.s.","Na Hradním vodovodu 435, 162 00 Praha 6",2008,2025,20,Výroba elektřiny a tepla
CZ-0154,Pražská teplárenská - Výtopna Krč,Výtopna Krč,Pražská teplárenská a.s.,"Zálesí 1927/13, 140 00 Praha 4",2008,2025,20,Výroba elektřiny a tepla
CZ-0155,Veolia Energie Praha - Výtopna Juliska,Výtopna Juliska,"Veolia Energie Praha, a.s.","Pod Juliskou 2604/6, 160 00 Praha 6",2008,2025,20,Výroba elektřiny a tepla
CZ-0156,Pražská teplárenská - Výtopna Ruzyně,Výtopna Ruzyně,,,2008,2020,20,Výroba elektřiny a tepla
CZ-0157,Energotrans - Výtopna Třeboradice,Výtopna Třeboradice,"Energotrans, a.s.","Za Tratí 197, 196 00 Praha 9",2008,2020,20,Výroba elektřiny a tepla
CZ-0158,C-Energy Planá - TTA 2,TTA 2,,,2008,2021,20,Výroba elektřiny a tepla
CZ-0160,ORLEN UNIPETROL - AGROCHEMIE,AGROCHEMIE,"ORLEN UNIPETROL RPA, s.r.o.","Záluží 1, 436 70 Litvínov 7",2008,2025,20,Výroba elektřiny a tepla
CZ-0161,Kotelna ASAVET Přeštice,Kotelna,,,2008,2017,20,Výroba elektřiny a tepla
CZ-0163,Centrální zdroj tepla,Centrální zdroj tepla,,,2008,2023,20,Výroba elektřiny a tepla
CZ-0164,MS UTILITIES & SERVICES,MS UTILITIES & SERVICES,,,2008,2024,20,Výroba elektřiny a tepla
CZ-0169,TERMO Děčín - Teplárna Želenice,Teplárna Želenice,,,2008,2017,20,Výroba elektřiny a tepla
CZ-0170,TERMO Děčín - Teplárna Bynov,Teplárna Bynov,,,2008,2017,20,Výroba elektřiny a tepla
CZ-0171,TERMO Děčín - CZT Teplárna Benešovská,CZT Teplárna Benešovská,,,2008,2019,20,Výroba elektřiny a tepla
CZ-0174,KRONOSPAN CR,KRONOSPAN CR,"KRONOSPAN CR, spol. s.r.o.","Jihlava, Na Hranici 6, PSČ 587 04",2008,2025,20,Výroba elektřiny a tepla
CZ-0180,Spolana - Závod Energetika,Závod Energetika,SPOLANA s.r.o.,,2008,2025,42,Chemikálie
CZ-0181,Lovochemie - Uhelná kotelna,Uhelná kotelna,"Lovochemie, a.s.","Terezínská 57, 41017 Lovosice",2008,2025,20,Výroba elektřiny a tepla
CZ-0182,Lovochemie - Plynová kotelna,Plynová kotelna,"Lovochemie, a.s.","Terezínská 57, 41017 Lovosice",2008,2025,20,Výroba elektřiny a tepla
CZ-0186,CEREPA a.s.,CEREPA,,,2008,2024,36,Papír
CZ-0187,ENERGIE Holding - Výtopna Litoměřice - Kocanda,Výtopna Litoměřice – Kocanda,,,2008,2020,20,Výroba elektřiny a tepla
CZ-0188,ENERGIE Holding - Výtopna Mimoň - Hradčany,Výtopna Mimoň – Hradčany,,,2008,2018,20,Výroba elektřiny a tepla
CZ-0189,ENERGIE Holding - Výtopna Louny,Výtopna Louny,,,2008,2015,20,Výroba elektřiny a tepla
CZ-0190,United Energy - Teplárna Komořany,Teplárna Komořany,"UNITED Energy, a.s.","Teplárenská 2, 434 03 Most - Komořany",2008,2025,20,Výroba elektřiny a tepla
CZ-0191,ČEZ Teplárenská - Výtopna Proboštov,Výtopna Proboštov,,,2008,2015,20,Výroba elektřiny a tepla
CZ-0192,Třinecké železárny,Třinecké železárny,"TŘINECKÉ ŽELEZÁRNY, a.s.","Průmyslová 1000, 739 70 Třinec-Staré město",2008,2025,24,Železo a ocel
CZ-0195,KAVALIERGLASS - Kotelna Papírny Bělá,Kotelna Papírny Bělá,,,2008,2016,31,Sklo
CZ-0196,OP papírna - Nové energocentrum,Nové energocentrum,"OP papírna, s.r.o.","Olšany 18, 789 62 Olšany",2008,2025,36,Papír
CZ-0197,Sokolovská uhelná - Teplárna a PPC Vřesová,Teplárna a PPC Vřesová,"Sokolovská uhelná, právní nástupce, a.s.","Vřesová, Karlovarský kraj",2008,2025,20,Výroba elektřiny a tepla
CZ-0198,"ČEZ, a. s. - Elektrárna Dětmarovice",Elektrárna Dětmarovice,"ČEZ, a.s.","Dětmarovice 1202, 735 71 Dětmarovice",2008,2025,20,Výroba elektřiny a tepla
CZ-0199,"ČEZ, a. s. - Elektrárna Hodonín",Elektrárna Hodonín,"ČEZ, a.s.","U Elektrárny 1/3030, 695 23 Hodonín",2008,2025,20,Výroba elektřiny a tepla
CZ-0200,Elektrárna Chvaletice,Elektrárna Chvaletice,"Elektrárna Chvaletice, a.s.","K Elektrárně 227, 533 12 Chvaletice",2008,2025,20,Výroba elektřiny a tepla
CZ-0201,"ČEZ, a. s. - Elektrárna Ledvice",Elektrárna Ledvice,"ČEZ, a.s.","Bílina, 418 48",2008,2025,20,Výroba elektřiny a tepla
CZ-0202,Energotrans a.s. - Elektrárna Mělník 2,Elektrárna Mělník 2,"Energotrans, a.s.","Horní Počaply 255, 277 03 Horní Počaply",2008,2025,20,Výroba elektřiny a tepla
CZ-0203,"Energotrans, a.s. - Elektrárna Mělník 3",Elektrárna Mělník 3,,,2008,2021,20,Výroba elektřiny a tepla
CZ-0204,Elektrárna Počerady,Elektrárna Počerady,"Elektrárna Počerady, a.s.","Počerady 57, 440 01 Louny",2008,2025,20,Výroba elektřiny a tepla
CZ-0205,"ČEZ, a. s. - Elektrárna Poříčí",Elektrárna Poříčí,"ČEZ, a.s.","Kladská 466, 541 37 Trutnov",2008,2025,20,Výroba elektřiny a tepla
CZ-0206,"ČEZ, a. s. - Elektrárna Prunéřov 1",Elektrárna Prunéřov 1,,,2008,2020,20,Výroba elektřiny a tepla
CZ-0207,"ČEZ, a. s. - Elektrárna Prunéřov 2",Elektrárna Prunéřov 2,"ČEZ, a.s.","Prunéřov 375, 43201 Kadaň",2008,2025,20,Výroba elektřiny a tepla
CZ-0208,Elektrárna Tisová,Elektrárna Tisová,"Elektrárna Tisová, a.s.","část Tisová 2, 357 61 Březová u Sokolova",2008,2025,20,Výroba elektřiny a tepla
CZ-0209,"ČEZ, a. s. - Elektrárna Tušimice 2",Elektrárna Tušimice 2,"ČEZ, a.s.",432 01 Kadaň,2008,2025,20,Výroba elektřiny a tepla
CZ-0210,"ČEZ, a. s. - Elektrárna Temelín",Elektrárna Temelín,"ČEZ, a.s.","Temelín, 37305 Temelín",2008,2025,20,Výroba elektřiny a tepla
CZ-0211,"ČEZ, a. s. - Teplárna Dvůr Králové nad Labem",Teplárna Dvůr Králové nad Labem,"ČEZ, a.s.","28. října 1965, 544 01 Dvůr Králové nad Labem",2008,2025,20,Výroba elektřiny a tepla
CZ-0215,Actherm - teplárna - spalovací zařízení,Teplárna – spalovací zařízení,"ACTHERM, spol s r.o.","ACTHERM, spol. s.r.o., se sídlem Na Moráni 6052, Chomutov, PSČ 430 01",2008,2025,20,Výroba elektřiny a tepla
CZ-0222,Seco Industries - Kotelna AGS,Kotelna AGS,,,2008,2020,20,Výroba elektřiny a tepla
CZ-0223,Jablonecká energetická - Výtopna Brandl,Výtopna Brandl,,,2008,2018,20,Výroba elektřiny a tepla
CZ-0224,Jablonecká energetická - Výtopna Rýnovice,Výtopna Rýnovice,,,2008,2015,20,Výroba elektřiny a tepla
CZ-0225,Teplárny Brno - Provoz Brno sever,Provoz Brno sever,Teplárny Brno a.s.,"Obřanská 60, 614 00 Brno",2008,2025,20,Výroba elektřiny a tepla
CZ-0226,Teplárny Brno - Provoz Špitálka,Provoz Špitálka,Teplárny Brno a.s.,"Špitálka 6, 658 15 Brno",2008,2025,20,Výroba elektřiny a tepla
CZ-0227,Teplárny Brno - Provoz Červený Mlýn,Provoz Červený Mlýn,Teplárny Brno a.s.,"Cimburkova 2, 612 00 Brno",2008,2025,20,Výroba elektřiny a tepla
CZ-0228,Teplárna Ostrov,Teplárna Ostrov,,,2008,2020,20,Výroba elektřiny a tepla
CZ-0229,Devro - plynová kotelna,Plynová kotelna,,,2008,2023,20,Výroba elektřiny a tepla
CZ-0230,KOMTERM Čechy- Kotelna Jitex Písek,Kotelna Jitex Písek,,,2008,2016,20,Výroba elektřiny a tepla
CZ-0232,IROMEZ - Kotelna Z1,Kotelna Z1,,,2008,2018,20,Výroba elektřiny a tepla
CZ-0234,Ethanol Energy - Kotle K1-K3 (Cukrovar Vrdy),Kotle K1-K3 (Cukrovar Vrdy),"Ethanol Energy, a.s.","Školská 67, 285 71 Vrdy",2008,2025,1,Výroba elektřiny a tepla
CZ-0235,DEZA - teplárna závodu,Teplárna závodu,"DEZA a.s., Valašské meziříčí","Masarykova 753, 757 28 Valašské Meziříčí",2008,2025,20,Výroba elektřiny a tepla
CZ-0237,ČEZ - Teplárna Trmice,Teplárna Trmice,"ČEZ, a.s.","Edisonova 453, 40004 Trmice",2008,2025,20,Výroba elektřiny a tepla
CZ-0241,CRYSTALEX CZ - závod Nový Bor,Závod Nový Bor,"CRYSTALEX CZ, s.r.o.",,2008,2025,7,Sklo
CZ-0243,Balsac papermill s.r.o. - Lukavice,Lukavice,"Balsac papermill, s.r.o.",,2008,2025,36,Papír
CZ-0245,Papírna Aloisov,Papírna Aloisov,Papírna Aloisov a.s.,,2008,2025,36,Papír
CZ-0247,kotelna Cukrovar Litovel,Kotelna,,,2008,2023,20,Výroba elektřiny a tepla
CZ-0249,kotelna Semperflex Optimit,Kotelna,,,2008,2021,20,Výroba elektřiny a tepla
CZ-0255,Teplospol - kotelna Vajgar,Kotelna Vajgar,Teplospol a.s.,,2008,2020,20,Výroba elektřiny a tepla
CZ-0256,ŠKO-ENERGO Teplárna Mladá Boleslav,Teplárna Mladá Boleslav,"ŠKO-ENERGO, s.r.o.","Václava Klementa 869, 293 60 Mladá Boleslav",2008,2025,20,Výroba elektřiny a tepla
CZ-0257,ŠKO-ENERGO - Výtopna Vrchlabí,Výtopna Vrchlabí,,,2008,2020,20,Výroba elektřiny a tepla
CZ-0259,TAMERO INVEST - Teplárna Kralupy,Teplárna Kralupy,TAMERO INVEST s.r.o.,"Wichterleho 810, 278 01 Kralupy nad Vltavou",2008,2025,20,Výroba elektřiny a tepla
CZ-0265,Teplárna Písek,Teplárna Písek,,,2008,2020,20,Výroba elektřiny a tepla
CZ-0266,Teplárna Písek - Výtopna Samoty,Výtopna Samoty,,,2008,2017,20,Výroba elektřiny a tepla
CZ-0267,Z-Group - Železárny Hrádek,Železárny Hrádek,"Z-Group, a.s.","Rokycanská 204, 338 42 Hrádek",2008,2025,24,Železo a ocel
CZ-0269,Kotelna závodu HAMÉ,Kotelna závodu,,,2008,2015,20,Výroba elektřiny a tepla
CZ-0270,Česká zbrojovka - kotelna v hlavním závodě,Kotelna v hlavním závodě,,,2008,2021,20,Výroba elektřiny a tepla
CZ-0271,TEREA Cheb - Bloková výtopna Skalka,Bloková výtopna Skalka,,,2008,2020,20,Výroba elektřiny a tepla
CZ-0272,TEREA Cheb - Bloková výtopna Nemocnice,Bloková výtopna Nemocnice,,,2008,2015,20,Výroba elektřiny a tepla
CZ-0273,Toray Textiles - plynová kotelna,Plynová kotelna,,,2008,2016,20,Výroba elektřiny a tepla
CZ-0293,TERMIKA Varnsdorf a.s.,TERMIKA Varnsdorf,,,2008,2018,20,Výroba elektřiny a tepla
CZ-0298,"Wotan Forest, a.s.",Wotan Forest,"Wotan Forest, a.s.","Kvasinská 297, 517 01 Solnice",2008,2025,20,Výroba elektřiny a tepla
CZ-0300,CTZ s.r.o. - Kotelna,Kotelna,,,2008,2019,20,Výroba elektřiny a tepla
CZ-0304,"KOVOBRASIV Mníšek, spol s r.o.",KOVOBRASIV Mníšek,,,2008,2016,24,Železo a ocel
CZ-0308,"ZVVZ ENERGO, s.r.o. - Milevsko - kotelna",Milevsko – kotelna,,,2008,2021,20,Výroba elektřiny a tepla
CZ-0309,"ŽĎAS, a.s. - metalurgie a teplárna",Metalurgie a teplárna,"ŽĎAS, a.s.","Strojírenská 675/6, 591 71 Žďár nad Sázavou ",2008,2025,20,Výroba elektřiny a tepla
CZ-0311,Trelleborg Wheel Systems CR - Plynová kotelna,Plynová kotelna,,,2008,2020,20,Výroba elektřiny a tepla
CZ-0312,Ammann - Tepelné hospodářství,Tepelné hospodářství,,,2008,2016,20,Výroba elektřiny a tepla
CZ-0315,Veolia Energie Kolín - Výtopna Východ,Výtopna Východ,,,2008,2019,20,Výroba elektřiny a tepla
CZ-0316,Veolia Energie Kolín - Elektrárna Kolín,Elektrárna Kolín,"Veolia Energie Kolín, a.s.","Tovární 21, 280 02 Kolín V",2008,2025,20,Výroba elektřiny a tepla
CZ-0331,AERO Vodochody AERO - plynová kotelna Odolena Voda,Plynová kotelna Odolena Voda,,,2008,2022,20,Výroba elektřiny a tepla
CZ-0333,Nemocnice Kroměříž - Výtopna,Výtopna,,,2008,2014,20,Výroba elektřiny a tepla
