REGISTRY_CODE,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,INSTALLATION_NAME,IDENTIFIER_IN_REG,INSTALLATION_NAME_CLEAN,OPERATOR_NAME_CLEAN,OWNER_ASSIGNED,MAIN_ACTIVITY_TYPE_CODE,MAIN_ACTIVITY_TYPE_NAME,REAL_ACTIVITY,PERIOD_YEAR,VERIFIED_EMISSIONS,FREE_ALLOCATION (a+b+c),a_ALLOCATION,b_ALLOCATION_RESERVE,c_ALLOCATION_TRANSITIONAL
CZ,243,CZ-0010-05,Wienerberger - závod Řepov,Wienerberger - závod Řepov,Závod Řepov,Wienerberger,Wienerberger,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2011,6727,10298.0,10298,,
CZ,380,CZ-0020-05,Wienerberger cihelna Jezernice,Wienerberger cihelna Jezernice,Cihelna Jezernice,Wienerberger,Wienerberger,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2011,26469,35138.0,35138,,
CZ,183,CZ-0298-05,"Wotan Forest, a.s.","Wotan Forest, a.s.",Wotan Forest,Wotan Forest,AGROFERT,20,Combustion of fuels,Ostatní odvětví,2011,86,192.0,192,,
CZ,171,CZ-0267-05,Z-Group - Železárny Hrádek,Z-Group a.s. - Železárny Hrádek,Železárny Hrádek,Z-Group,Z-Group,24,Production of pig iron or steel,Železo a ocel,2011,10714,19630.0,19630,,
CZ,186,CZ-0308-05,"ZVVZ ENERGO, s.r.o. - Milevsko - kotelna","ZVVZ ENERGO, s.r.o. - Milevsko",Milevsko – kotelna,ZVVZ ENERGO,ZVVZ,20,Combustion of fuels,Ostatní odvětví,2011,16448,25549.0,25549,,
CZ,332,CZ-0289-05,"Zlínské cihelny s.r.o., cihelna Malenovice",Zlínské cihelny - cihelna Malenovice,Cihelna Malenovice,Zlínské cihelny,Zlínské cihelny ,20,Combustion of fuels,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2011,1192,12538.0,12538,,
CZ,331,CZ-0288-05,"Zlínské cihelny s.r.o., cihelna Žopy",Zlínské cihelny - cihelna Žopy,Cihelna Žopy,Zlínské cihelny,Zlínské cihelny ,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2011,1726,9652.0,9652,,
CZ,227,CZ-0376-05,Zás.tep.Vsetín-Plynová kotelna Jasenice,Zás.tep.Vsetín-Plyn.Jasenice,Plynová kotelna Jasenice,Zás.tep.Vsetín,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2011,0,0.0,0,,
CZ,229,CZ-0104-05,Zás.tep.Vsetín-Teplárna Jiráskova,Zás.tep.Vsetín-Tepl.Jiráskova,Teplárna Jiráskova,Zás.tep.Vsetín,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2011,18528,29381.0,29381,,
CZ,228,CZ-0377-05,Zás.tep.Vsetín-Uhelná kotelna Jasenice,Zás.tep.Vsetín-Uhel.Jasenice,Uhelná kotelna Jasenice,Zás.tep.Vsetín,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2011,8217,15127.0,15127,,
CZ,230,CZ-0378-05,Zás.tep.Vsetín-Výtopna Ohrada,Zás.tep.Vsetín-Výtop.Ohrada,Výtopna Ohrada,Zás.tep.Vsetín,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2011,3388,13192.0,13192,,
CZ,7,CZ-0025-05,innogy Energo - Teplárna Králův Dvůr,innogy Energo - Teplárna Králův Dvůr,Teplárna Králův Dvůr,innogy Energo,MVM,20,Combustion of fuels,Výroba elektřiny a tepla,2011,1675,6855.0,6855,,
CZ,6,CZ-0024-05,innogy Energo - Teplárna Náchod,innogy Energo - Teplárna Náchod,Teplárna Náchod,innogy Energo,MVM,20,Combustion of fuels,Výroba elektřiny a tepla,2011,128622,128404.0,128404,,
CZ,160,CZ-0247-05,kotelna Cukrovar Litovel,kotelna Cukrovar Litovel,Kotelna,Cukrovar Litovel,Litovelská cukrovarna,20,Combustion of fuels,Potravinářský průmysl,2011,16746,15466.0,15466,,
CZ,162,CZ-0249-05,kotelna Semperflex Optimit,kotelna Semperflex Optimit,Kotelna,Semperflex Optimit,Semperit,20,Combustion of fuels,Ostatní odvětví,2011,4327,8703.0,8703,,
CZ,309,CZ-0373-05,kotelny Mlékárny Hlinsko,kotelny Mlékárny Hlinsko,Kotelny,Mlékárny Hlinko,AGROFERT,20,Combustion of fuels,Potravinářský průmysl,2011,8123,12169.0,12169,,
CZ,258,CZ-0141-05,ČESKOLIPSKÁ TEPLÁRENSKÁ - Výtopna LOOS Stará Lípa,ČESKOLIPSKÁ TEPLÁRENSKÁ - Výtopna LOOS Stará Lípa,Výtopna LOOS Stará Lípa,ČESKOLIPSKÁ TEPLÁRENSKÁ,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2011,18195,30314.0,30314,,
CZ,257,CZ-0140-05,ČESKOLIPSKÁ TEPLÁRENSKÁ - výtopna Holý Vrch,ČESKOLIPSKÁ TEPLÁRENSKÁ - výtopna Holý Vrch,Výtopna Holý Vrch,ČESKOLIPSKÁ TEPLÁRENSKÁ,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2011,2983,4877.0,4877,,
CZ,424,CZ-0447-11,ČEZ - Elektrárna Ledvice 4,ČEZ - Elektrárna Ledvice 4,Elektrárna Ledvice 4,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,0,0.0,0,,
CZ,151,CZ-0237-05,ČEZ - Teplárna Trmice,ČEZ - Teplárna Trmice,Teplárna Trmice,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,775202,1110478.0,1110478,,
CZ,224,CZ-0302-05,ČEZ Energetické služby - Kotelna Vítkovice I,"ČEZ ESL, s.r.o., Vítkovice",Kotelna Vítkovice I,ČEZ ESL,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,316381,508577.0,508577,,
CZ,296,CZ-0394-05,ČEZ Energetické služby - en. hosp. Mohelnice,ČEZ Energ. služby - Mohelnice,En. hosp. Mohelnice,ČEZ ESL,ČEZ,1,Combustion of fuels,Výroba elektřiny a tepla,2011,0,20356.0,20356,,
CZ,31,CZ-0070-05,ČEZ Energetické služby - kotelna Nádražní,ČEZ Energetické služby - kotelna Nádražní,Kotelna Nádražní,ČEZ Energetické služby,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,10063,16230.0,16230,,
CZ,113,CZ-0191-05,ČEZ Teplárenská - Výtopna Proboštov,ČEZ Teplárenská - Výtopna Proboštov,Výtopna Proboštov,ČEZ Teplárenská,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,17369,93508.0,93508,,
CZ,118,CZ-0198-05,"ČEZ, a. s. - Elektrárna Dětmarovice",ČEZ - Elektrárna Dětmarovice,Elektrárna Dětmarovice,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,2425588,2456468.0,2456468,,
CZ,119,CZ-0199-05,"ČEZ, a. s. - Elektrárna Hodonín",ČEZ - Elektrárna Hodonín,Elektrárna Hodonín,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,316752,447015.0,447015,,
CZ,121,CZ-0201-05,"ČEZ, a. s. - Elektrárna Ledvice",ČEZ - Elektrárna Ledvice,Elektrárna Ledvice,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,2111604,2075308.0,2075308,,
CZ,125,CZ-0205-05,"ČEZ, a. s. - Elektrárna Poříčí",ČEZ - Elektrárna Poříčí,Elektrárna Poříčí,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,750005,781405.0,781405,,
CZ,126,CZ-0206-05,"ČEZ, a. s. - Elektrárna Prunéřov 1",ČEZ - Elektrárna Prunéřov 1,Elektrárna Prunéřov 1,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,2594544,2298039.0,2298039,,
CZ,127,CZ-0207-05,"ČEZ, a. s. - Elektrárna Prunéřov 2",ČEZ - Elektrárna Prunéřov 2,Elektrárna Prunéřov 2,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,6352603,6335369.0,6335369,,
CZ,130,CZ-0210-05,"ČEZ, a. s. - Elektrárna Temelín",ČEZ - Elektrárna Temelín,Elektrárna Temelín,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,3735,3428.0,3428,,
CZ,129,CZ-0209-05,"ČEZ, a. s. - Elektrárna Tušimice 2",ČEZ - Elektrárna Tušimice 2,Elektrárna Tušimice 2,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,2371034,5309817.0,5309817,,
CZ,131,CZ-0211-05,"ČEZ, a. s. - Teplárna Dvůr Králové nad Labem",ČEZ - Teplárna Dvůr Králové nad Labem,Teplárna Dvůr Králové nad Labem,ČEZ,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2011,45715,100628.0,100628,,
CZ,174,CZ-0270-05,Česká zbrojovka - kotelna v hlavním závodě,Česká zbrojovka - kotelna v hl. záv.,Kotelna v hlavním závodě,Česká zbrojovka,Colt CZ,20,Combustion of fuels,Ostatní odvětví,2011,4651,6051.0,6051,,
CZ,315,CZ-0033-05,České lupkové závody - Nové Strašecí,České lupkové závody,Nové Strašecí,České lupkové závody,České lupkové závody,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2011,20712,27318.0,27318,,
CZ,165,CZ-0257-05,ŠKO-ENERGO - Výtopna Vrchlabí,ŠKO-ENERGO - Výtopna Vrchlabí,Výtopna Vrchlabí,ŠKO-ENERGO,ŠKODA,20,Combustion of fuels,Ostatní odvětví,2011,3235,5028.0,5028,,
CZ,164,CZ-0256-05,ŠKO-ENERGO Teplárna Mladá Boleslav,ŠKO-ENERGO Teplárna Mladá Boleslav,Teplárna Mladá Boleslav,ŠKO-ENERGO,ŠKODA,20,Combustion of fuels,Ostatní odvětví,2011,520877,527845.0,527845,,
CZ,292,CZ-0194-05,"ŠKODA AUTO, Plynová kotelna, Kvasiny",ŠKODA AUTO kotelna Kvasiny,"Plynová kotelna, Kvasiny",ŠKODA AUTO,ŠKODA,20,Combustion of fuels,Ostatní odvětví,2011,15515,15802.0,15802,,
CZ,199,CZ-0348-05,Žatecká teplárenská - Výtopna Perč,Žatecká teplárenská - Výtopna Perč,Výtopna Perč,Žatecká teplárenská,Město Žatec,20,Combustion of fuels,Výroba elektřiny a tepla,2011,13582,37652.0,37652,,
CZ,187,CZ-0309-05,"ŽĎAS, a.s. - metalurgie a teplárna","ŽĎAS, a.s. - metalurgie a teplárna",Metalurgie a teplárna,ŽĎAS,CITIC,20,Combustion of fuels,Železo a ocel,2011,108087,130532.0,130532,,
CZ,192,CZ-0331-05,AERO Vodochody AERO - plynová kotelna Odolena Voda,AERO Vodochody AEROSPACE - plynová kotelna Odolena Voda,Plynová kotelna Odolena Voda,AERO Vodochody AERO,HSC Aerojet,20,Combustion of fuels,Ostatní odvětví,2012,5370,6288.0,6288,,
CZ,409,CZ-0432-07,AGC Flat Glass Czech - výrobní linka R3,AGC Flat Glass - výrobní linka R3,Výrobní linka R3,AGC Flat Glass Czech,AGC,31,Manufacture of glass,Sklo,2012,103029,152000.0,152000,,
CZ,263,CZ-0294-05,AGC Flat Glass Czech - závod Barevka,AGC Flat Glass - závod Barevka,Závod Barevka,AGC Flat Glass Czech,AGC,31,Manufacture of glass,Sklo,2012,18105,23604.0,23604,,
CZ,262,CZ-0334-05,AGC Flat Glass Czech - závod Řetenice,AGC Flat Glass - závod Řetenice,Závod Řetenice,AGC Flat Glass Czech,AGC,31,Manufacture of glass,Sklo,2012,105828,276238.0,276238,,
CZ,49,CZ-0097-05,"AL INVEST Břidličná, a.s.",AL INVEST Břidličná,AL INVEST Břidličná,AL INVEST Břidličná,MTX,20,Combustion of fuels,Ostatní odvětví,2012,8097,16454.0,16454,,
CZ,202,CZ-0354-05,ATALIAN CZ - Areál Zbrojovky Brno,ATALIAN CZ - Zbrojovka Brno,Areál Zbrojovky Brno,ATALIAN CZ,ATALIAN,20,Combustion of fuels,Výroba elektřiny a tepla,2012,108,4007.0,4007,,
CZ,135,CZ-0215-05,Actherm - teplárna - spalovací zařízení,Actherm - teplárna,Teplárna – spalovací zařízení,Actherm,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2012,168022,183753.0,183753,,
CZ,346,CZ-0412-06,"Aircraft Industries, a. s. kotelna","Aircraft Industries, a. s.",Kotelna,Aircraft Industries,Omnipol,20,Combustion of fuels,Ostatní odvětví,2012,11581,13579.0,13579,,
CZ,189,CZ-0312-05,Ammann - Tepelné hospodářství,Ammann-Tep.hospodářství,Tepelné hospodářství,Ammann,Ammann,20,Combustion of fuels,Ostatní odvětví,2012,4528,11364.0,11364,,
CZ,61,CZ-0115-05,Amper Savings - Areál Gumotex Břeclav,Amper Savings - Gumotex Břeclav,Areál Gumotex Břeclav,Amper Savings,Amper,20,Combustion of fuels,Ostatní odvětví,2012,7048,14062.0,14062,,
CZ,24,CZ-0053-05,ArcelorMittal Frýdek-Místek,ArcelorMittal Frýdek-Místek,Frýdek-Místek,ArcelorMittal,Stalprodukt,24,Production of pig iron or steel,Železo a ocel,2012,40284,53104.0,53104,,
CZ,4,CZ-0021-05,ArcelorMittal Tubular Products Karviná,AM Tub.Prod.Karviná,ArcelorMittal Tubular Products Karviná,ArcelorMittal Tubular Products Karviná,ArcelorMittal,1,Combustion of fuels,Železo a ocel,2012,8352,12812.0,12812,,
CZ,337,CZ-0337-05,BEFACOAL s.r.o. - kotelna Dobříš,BEFACOAL s.r.o. - kotelna Dobříš,Kotelna Dobříš,BEFACOAL,BEFACOAL,1,Combustion of fuels,Výroba elektřiny a tepla,2012,0,4597.0,4597,,
CZ,384,CZ-0338-05,BEFACOAL s.r.o. - kotelna Oslavany,BEFACOAL s.r.o. - kotelna Oslavany,Kotelna Oslavany,BEFACOAL,BEFACOAL,1,Combustion of fuels,Výroba elektřiny a tepla,2012,0,4445.0,4445,,
CZ,408,CZ-0434-07,"BFS Energo, a.s.","BFS Energo, a.s.",BFS Energo,BFS Energo,BFS,1,Combustion of fuels,Výroba elektřiny a tepla,2012,7550,10365.0,10365,,
CZ,359,CZ-0384-05,BRUDRA - Sdružení Teplárna Radotín,BRUDRA - Sdružení Teplárna,Sdružení Teplárna Radotín,BRUDRA,BRUDRA ,20,Combustion of fuels,Výroba elektřiny a tepla,2012,1972,2655.0,2655,,
CZ,157,CZ-0243-05,Balsac papermill s.r.o. - Lukavice,Balsac papermill s.r.o. - Lukavice,Lukavice,Balsac papermill,JIVA Trade,36,Production of paper or cardboard,Papír,2012,6442,10392.0,10392,,
CZ,360,CZ-0365-05,"Best - Business, a. s. - provozovna Kunštát",Best - Business - provozovna Kunštát,Provozovna Kunštát,Best Business,BEST-BUSINESS,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2012,1157,1676.0,1676,,
CZ,91,CZ-0158-05,C-Energy Planá - TTA 2,C-Energy Planá - TTA 2,TTA 2,C-Energy Planá,C-Energy,20,Combustion of fuels,Výroba elektřiny a tepla,2012,256,1871.0,1871,,
CZ,307,CZ-0282-05,C-Energy Planá - Teplárna,C-energy s.r.o.,Teplárna,C-Energy Planá,C-Energy,20,Combustion of fuels,Výroba elektřiny a tepla,2012,212410,374975.0,374975,,
CZ,50,CZ-0098-05,C-Energy Planá - kotelna TTA 1,C-Energy - TTA 1,Kotelna TTA 1,C-Energy Planá,C-Energy,20,Combustion of fuels,Výroba elektřiny a tepla,2012,174747,220022.0,220022,,
CZ,333,CZ-0301-05,CARMEUSE CZECH REPUBLIC s.r.o. - Vápenka Mokrá,CARMEUSE - Vápenka Mokrá,Vápenka Mokrá,CARMEUSE CZECH REPUBLIC,CARMEUSE,30,"Production of lime, or calcination of dolomite/magnesite",Cement a vápno,2012,117035,195269.0,195269,,
CZ,342,CZ-0381-05,"CEMEX Czech Republic, s.r.o.","CEMEX Czech Republic, s.r.o.",CEMEX Czech Republic,CEMEX Czech Republic,Cemex,29,Production of cement clinker,Cement a vápno,2012,387354,561232.0,561232,,
CZ,108,CZ-0186-05,CEREPA a.s.,Symphony No. 9 s.r.o.,CEREPA,CEREPA,Cerepa,36,Production of paper or cardboard,Papír,2012,3103,6676.0,6676,,
CZ,155,CZ-0241-05,CRYSTALEX CZ - závod Nový Bor,CRYSTALEX - závod Nový Bor,Závod Nový Bor,CRYSTALEX CZ,BUGAT,7,Manufacture of glass,Sklo,2012,7183,16002.0,16002,,
CZ,284,CZ-0168-05,CRYSTALITE BOHEMIA a.s.,Crystal BOHEMIA a.s.,CRYSTALITE BOHEMIA ,Crystal BOHEMIA,Crystal BOHEMIA,31,Manufacture of glass,Sklo,2012,15749,31359.0,31359,,
CZ,184,CZ-0300-05,CTZ s.r.o. - Kotelna,CTZ - Kotelna,Kotelna,CTZ,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2012,21974,25875.0,25875,,
CZ,399,CZ-0427-06,Carthamus - Energoblok Domoradice,Carthamus - Energoblok Domoradice,Energoblok Domoradice,Carthamus,CARTHAMUS ,20,Combustion of fuels,Výroba elektřiny a tepla,2012,16151,26000.0,26000,,
CZ,75,CZ-0136-05,Cement Hranice - rotační pec,Cement Hranice - rotační pec,Rotační pec,Cement Hranice,Buzzi,29,Production of cement clinker,Cement a vápno,2012,482150,594885.0,594885,,
CZ,95,CZ-0163-05,Centrální zdroj tepla,CZT Příbram,Centrální zdroj tepla,Centrální zdroj tepla,Veolia Energie,20,Combustion of fuels,Výroba elektřiny a tepla,2012,219214,300869.0,300869,,
CZ,16,CZ-0041-05,"Chrudim IRON&STEEL,s.r.o. - Slévárna tvárné litiny","Chrudim IRON&STEEL, s.r.o. - Slévárna tvárné litiny",Slévárna tvárné litiny,Chrudim IRON&STEEL,Chrudim IRON & STEEL,20,Combustion of fuels,Železo a ocel,2012,582,640.0,640,,
CZ,341,CZ-0379-05,"Cihelna Hodonín, s.r.o.","Cihelna Hodonín, s.r.o.",Cihelna Hodonín,Cihelna Hodonín,Cihelna Hodonín,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2012,6953,9283.0,9283,,
CZ,265,CZ-0019-05,Cihelna Kinský spol. s r.o,Cihelna Kinský spol. s r.o,Cihelna Kinský,Cihelna Kinský,Cihelna Kinský ,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2012,3188,11428.0,11428,,
CZ,358,CZ-0295-05,Cihelna Polom spol. s r.o.,Cihelna Polom spol. s r.o.,Cihelna Polom,Cihelna Polom,Cihelna Polom ,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2012,1300,6909.0,6909,,
CZ,385,CZ-0290-05,"Cihelna Vysoké Mýto, s.r.o.","Cihelna Vysoké Mýto, s.r.o",Cihelna Vysoké Mýto,Cihelna Vysoké Mýto,Cihelna Vysoké Mýto,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2012,1891,2892.0,2892,,
CZ,266,CZ-0062-05,"Cihelny STAMP Miskolezy, s.r.o.",Cihelny STAMP Miskolezy,Cihelny STAMP Miskolezy,Cihelny STAMP Miskolezy,Cihelny STAMP Miskolezy,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2012,194,2318.0,2318,,
CZ,312,CZ-0184-05,"Crystal BOHEMIA, a.s.",Crystal BOHEMIA,Crystal BOHEMIA,Crystal BOHEMIA,Crystal BOHEMIA,31,Manufacture of glass,Sklo,2012,6192,13346.0,13346,,
CZ,347,CZ-0027-05,Cukrovar Hrušovany,Cukrovar Hrušovany,Cukrovar Hrušovany,Moravskoslezské cukrovary,Agrana,20,Combustion of fuels,Potravinářský průmysl,2012,33994,38131.0,38131,,
CZ,53,CZ-0103-05,Cukrovar Opava,Cukrovar Opava,Cukrovar Opava,Moravskoslezské cukrovary,Agrana,1,Combustion of fuels,Potravinářský průmysl,2012,33248,37813.0,37813,,
CZ,5,CZ-0023-05,Cukrovar Vrbátky - uhelná kotelna,Cukrovar Vrbátky - Uhelná kotelna,Uhelná kotelna,Cukrovar Vrbátky,Cukrovar Vrbátky ,20,Combustion of fuels,Potravinářský průmysl,2012,18250,23338.0,23338,,
CZ,149,CZ-0235-05,DEZA - teplárna závodu,DEZA - teplárna závodu,Teplárna závodu,DEZA,AGROFERT,20,Combustion of fuels,Chemikálie a hnojiva,2012,93424,134660.0,134660,,
CZ,197,CZ-0339-05,DIAMO – výtopna Stráž pod Ralskem,DIAMO – výtopna Stráž pod Ralskem,Výtopna Stráž pod Ralskem,DIAMO,DIAMO,20,Combustion of fuels,Ostatní odvětví,2012,19254,28009.0,28009,,
CZ,14,CZ-0038-05,DIAMO-odštěpný závod GEAM provoz Chemická úpravna,DIAMO - o.z.GEAM provoz Chem.úpravna,Odštěpný závod GEAM provoz Chemická úpravna,DIAMO,DIAMO,20,Combustion of fuels,Ostatní odvětví,2012,15138,20105.0,20105,,
CZ,213,CZ-0324-05,Dalkia - Provozovna Setuza,Dalkia - Provozovna Setuza,Provozovna Setuza,Dalkia,Veolia Energie,20,Combustion of fuels,Potravinářský průmysl,2012,0,6.0,6,,
CZ,145,CZ-0229-05,Devro - plynová kotelna,Devro - plynová kotelna,Plynová kotelna,Devro,SARIA,20,Combustion of fuels,Potravinářský průmysl,2012,17972,17781.0,17781,,
CZ,77,CZ-0139-05,Dřevozpracující družstvo - Kotelny družstva,Dřevozpr.družstvo - Kotelny družstva,Kotelny družstva,Dřevozpracující družstvo,Dřevozpracující družstvo,20,Combustion of fuels,Ostatní odvětví,2012,9418,13786.0,13786,,
CZ,83,CZ-0150-05,EMBA spol. s r.o.,EMBA spol. s r.o.,EMBA,EMBA,EMBA,36,Production of paper or cardboard,Papír,2012,3939,4250.0,4250,,
CZ,252,CZ-0101-05,ENERGETIKA TŘINEC - Teplárny a Tepelná zařízení,ENERGETIKA TŘINEC,Teplárny a Tepelná zařízení,ENERGETIKA TŘINEC,Moravia Steel,20,Combustion of fuels,Železo a ocel,2012,1713877,1923967.0,1923967,,
CZ,109,CZ-0187-05,ENERGIE Holding - Výtopna Litoměřice - Kocanda,ENERGIE Holding - Výtopna Litoměřice - Kocanda,Výtopna Litoměřice – Kocanda,ENERGIE Holding,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2012,28460,45317.0,45317,,
CZ,111,CZ-0189-05,ENERGIE Holding - Výtopna Louny,ENERGIE Holding - Výtopna Louny,Výtopna Louny,ENERGIE Holding,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2012,3592,11401.0,11401,,
CZ,110,CZ-0188-05,ENERGIE Holding - Výtopna Mimoň - Hradčany,ENERGIE Holding - Výtopna Mimoň - Hradčany,Výtopna Mimoň – Hradčany,ENERGIE Holding,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2012,10268,16158.0,16158,,
CZ,48,CZ-0096-05,"ENERGOAQUA, a.s. - Výtopna","ENERGOAQUA, a.s. - Výtopna",Výtopna,ENERGOAQUA,ENERGOAQUA,20,Combustion of fuels,Výroba elektřiny a tepla,2012,18818,28195.0,28195,,
CZ,45,CZ-0092-05,ENERGOTRANS - Elektrárna Mělník 1,ENERGOTRANS - Elektrárna Mělník 1,Elektrárna Mělník 1,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2012,1895779,2209181.0,2209181,,
CZ,367,CZ-0283-05,"ENERGY U/L, a.s., kotelna","ENERGY U/L, a.s., kotelna",Kotelna,ENERGY Ústí nad Labem,Elrond,1,Combustion of fuels,Výroba elektřiny a tepla,2012,95685,146141.0,146141,,
CZ,379,CZ-0051-05,EOP Distribuce - Chrudim,EOP Distribuce - Chrudim,Chrudim,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2012,58,1247.0,1247,,
CZ,377,CZ-0049-05,EOP Distribuce - Farářství,EOP Distribuce - Farářství,Farářství,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2012,0,203.0,203,,
CZ,71,CZ-0129-05,EOP Distribuce - Teplárna Pardubice,EOP Distribuce - Teplárna Pardubice,Teplárna Pardubice,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2012,0,523.0,523,,
CZ,378,CZ-0050-05,EOP Distribuce - ZVU,EOP Distribuce - ZVU,ZVU,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2012,10,1147.0,1147,,
CZ,302,CZ-0008-05,EUROSERUM s.r.o.,EUROSERUM s.r.o.,EUROSERUM,EUROSERUM,Eligo,20,Combustion of fuels,Potravinářský průmysl,2012,10838,12528.0,12528,,
CZ,120,CZ-0200-05,Elektrárna Chvaletice,Elektrárna Chvaletice a.s.,Elektrárna Chvaletice,Elektrárna Chvaletice,Sev.en Česká energie ,20,Combustion of fuels,Výroba elektřiny a tepla,2012,3376802,2719059.0,2719059,,
CZ,124,CZ-0204-05,Elektrárna Počerady,"Elektrárna Počerady, a.s.",Elektrárna Počerady,Elektrárna Počerady,Sev.en Česká energie ,20,Combustion of fuels,Výroba elektřiny a tepla,2012,5966653,6696795.0,6696795,,
CZ,128,CZ-0208-05,Elektrárna Tisová,Elektrárna Tisová,Elektrárna Tisová,Elektrárna Tisová,SUAS,20,Combustion of fuels,Výroba elektřiny a tepla,2012,1477169,1891798.0,1891798,,
CZ,36,CZ-0080-05,Elektrárny Opatovice - Elektrárna Opatovice,Elektrárny Opatovice - Elektrárna Opatovice,Elektrárna Opatovice,Elektrárny Opatovice,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2012,2379994,2570577.0,2570577,,
CZ,375,CZ-0389-06,Energetické centrum s.r.o. - teplárna,Energetické centrum s.r.o.,Teplárna,Energetické centrum,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2012,1062,19203.0,19203,,
CZ,90,CZ-0157-05,Energotrans - Výtopna Třeboradice,Energotrans - Výtopna Třeboradice,Výtopna Třeboradice,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2012,0,85.0,85,,
CZ,122,CZ-0202-05,Energotrans a.s. - Elektrárna Mělník 2,Energotrans - Elektrárna Mělník 2,Elektrárna Mělník 2,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2012,1387935,1102095.0,1102095,,
CZ,123,CZ-0203-05,"Energotrans, a.s. - Elektrárna Mělník 3",Energotrans - Elektrárna Mělník 3,Elektrárna Mělník 3,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2012,2115512,1985052.0,1985052,,
CZ,148,CZ-0234-05,Ethanol Energy - Kotle K1-K3 (Cukrovar Vrdy),Ethanol Energy (Cukrovar Vrdy),Kotle K1-K3 (Cukrovar Vrdy),Ethanol Energy,AGROFERT,1,Combustion of fuels,Potravinářský průmysl,2012,45186,24695.0,24695,,
CZ,398,CZ-0420-06,"FN BRNO Výtopna, pracoviště medicíny dospělého věk",FN BRNO Výtopna,Výtopna,Fakultní nemocnice Brno,Ministerstvo zdravotnictví,20,Combustion of fuels,Výroba elektřiny a tepla,2012,12061,13179.0,13179,,
CZ,308,CZ-0382-05,Fakultní nemocnice v Motole - centrální kotelna,Fakultní nemocnice Motol a Homolka,Centrální kotelna,Fakultní nemocnice v Motole,Ministerstvo zdravotnictví,20,Combustion of fuels,Výroba elektřiny a tepla,2012,15917,17943.0,17943,,
