REGISTRY_CODE,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,INSTALLATION_NAME,IDENTIFIER_IN_REG,INSTALLATION_NAME_CLEAN,OPERATOR_NAME_CLEAN,OWNER_ASSIGNED,MAIN_ACTIVITY_TYPE_CODE,MAIN_ACTIVITY_TYPE_NAME,REAL_ACTIVITY,PERIOD_YEAR,VERIFIED_EMISSIONS,FREE_ALLOCATION (a+b+c),a_ALLOCATION,b_ALLOCATION_RESERVE,c_ALLOCATION_TRANSITIONAL
CZ,351,CZ-0254-06,Kotelna a kogenerační jednotky v ÚVN Praha,ÚVN - Vojenská fakultní nemocnice Praha,Kotelna a kogenerační jednotky,ÚVN Praha,Ministerstvo obrany,20,Combustion of fuels,Výroba elektřiny a tepla,2008,10925,11332.0,11332,,
CZ,173,CZ-0269-05,Kotelna závodu HAMÉ,Kotelna závodu HAMÉ,Kotelna závodu,HAMÉ,Orkla,20,Combustion of fuels,Potravinářský průmysl,2008,6112,7202.0,7202,,
CZ,313,CZ-0002-05,LASSELSBERGER - závod Borovany,LASSELSBERGER - závod Borovany,Závod Borovany,LASSELSBERGER,Lasselsberger,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,12090,13093.0,13093,,
CZ,314,CZ-0004-05,LASSELSBERGER - závod Chlumčany,LASSELSBERGER - závod Chlumčany,Závod Chlumčany,LASSELSBERGER,Lasselsberger,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,61773,64594.0,64594,,
CZ,339,CZ-0364-05,LASSELSBERGER - závod Podbořany,LASSELSBERGER - závod Podbořany,Závod Podbořany,LASSELSBERGER,Lasselsberger,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,20632,22665.0,22665,,
CZ,317,CZ-0082-05,LASSELSBERGER - závod RAKO 3,LASSELSBERGER - závod RAKO 3,Závod RAKO 3,LASSELSBERGER,Lasselsberger,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,35074,37784.0,37784,,
CZ,261,CZ-0233-05,"LAUFEN CZ s.r.o.,  provozovna Bechyně",LAUFEN CZ s.r.o.,Provozovna Bechyně,LAUFEN CZ,Roca,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,16980,22860.0,22860,,
CZ,278,CZ-0218-05,"LB Cemix, s.r.o.","LB Cemix, s.r.o.","LB Cemix, s.r.o.",LB Cemix,Lasselsberger,30,"Production of lime, or calcination of dolomite/magnesite",Cement a vápno,2008,151839,124427.0,124427,,
CZ,280,CZ-0340-05,Lenzing Biocel Paskov a.s.,Lenzing Biocel Paskov a.s.,Lenzing Biocel Paskov,Lenzing Biocel Paskov,Lenzing,35,Production of pulp,Papír,2008,38649,86190.0,86190,,
CZ,390,CZ-0404-06,"Letiště Praha, a. s. – Výtopna SEVER",Letiště Praha – Výtopna SEVER,Výtopna SEVER,Letiště Praha,Ministerstvo financí,20,Combustion of fuels,Výroba elektřiny a tepla,2008,15952,19494.0,19494,,
CZ,386,CZ-0413-05,Liapor s.r.o.,Liapor s.r.o.,Liapor s.r.o.,Liapor,Liapor ,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,20177,28128.0,28128,,
CZ,410,CZ-0435-07,Liberty Ostrava,Liberty Ostrava a.s.,Liberty Ostrava,Liberty Ostrava,Liberty Steel ,25,Production or processing of ferrous metals,Železo a ocel,2008,96125,109316.0,109316,,
CZ,73,CZ-0134-05,Liberty Ostrava a.s.,Liberty Ostrava a.s.,Liberty Ostrava a.s.,Liberty Ostrava,Liberty Steel ,20,Combustion of fuels,Železo a ocel,2008,6421669,6958508.0,6958508,,
CZ,107,CZ-0182-05,Lovochemie - Plynová kotelna,Lovochemie - Plynová kotelna,Plynová kotelna,Lovochemie,AGROFERT,20,Combustion of fuels,Chemikálie a hnojiva,2008,2718,1977.0,1977,,
CZ,106,CZ-0181-05,Lovochemie - Uhelná kotelna,Lovochemie - Uhelná kotelna,Uhelná kotelna,Lovochemie,AGROFERT,20,Combustion of fuels,Chemikálie a hnojiva,2008,170497,170684.0,170684,,
CZ,96,CZ-0164-05,MS UTILITIES & SERVICES,MS UTILITIES & SERVICES,MS UTILITIES & SERVICES,MS UTILITIES & SERVICES,MS UTILITIES & SERVICES ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,78511,125836.0,125836,,
CZ,348,CZ-0411-05,Masokombinát Polička,Masokombinát Polička,Masokombinát Polička,Masokombinát Polička,MASO UZENINY PÍSEK,20,Combustion of fuels,Potravinářský průmysl,2008,4373,4735.0,4735,,
CZ,273,CZ-0147-05,Mondi Štětí - Energetika,"Mondi Štětí, a.s.",Mondi Štětí - Energetika,Mondi Štětí - Energetika,Mondi,20,Combustion of fuels,Papír,2008,343040,494692.0,494692,,
CZ,290,CZ-0059-05,NET4GAS - kompresní stanice Břeclav,NET4GAS-k.s. Břeclav,Kompresní stanice Břeclav,NET4GAS,ČEPS,20,Combustion of fuels,Ostatní odvětví,2008,73060,80647.0,80647,,
CZ,291,CZ-0060-05,NET4GAS - kompresní stanice Hostim,NET4GAS-k.s. Hostim,Kompresní stanice Hostim,NET4GAS,ČEPS,1,Combustion of fuels,Ostatní odvětví,2008,42840,46196.0,46196,,
CZ,287,CZ-0057-05,NET4GAS - kompresní stanice Kouřim,NET4GAS-k.s. Kouřim,Kompresní stanice Kouřim,NET4GAS,ČEPS,20,Combustion of fuels,Ostatní odvětví,2008,5502,10496.0,10496,,
CZ,286,CZ-0056-05,NET4GAS - kompresní stanice Kralice nad Oslavou,NET4GAS-k.s.Kralice nad Oslavou,Kompresní stanice Kralice nad Oslavou,NET4GAS,ČEPS,20,Combustion of fuels,Ostatní odvětví,2008,4319,9374.0,9374,,
CZ,293,CZ-0061-05,NET4GAS - kompresní stanice Veselí nad Lužnicí,NET4GAS-k.s.Veselí nad Lužnicí,Kompresní stanice Veselí nad Lužnicí,NET4GAS,ČEPS,20,Combustion of fuels,Ostatní odvětví,2008,16365,17636.0,17636,,
CZ,194,CZ-0333-05,Nemocnice Kroměříž - Výtopna,Nemocnice Kroměříž - Výtopna,Výtopna,Nemocnice Kroměříž,Zlínský kraj,20,Combustion of fuels,Výroba elektřiny a tepla,2008,5357,6086.0,6086,,
CZ,237,CZ-0358-05,O-I Czech Republic - Nové Sedlo,"O-I Czech Republic, a.s.",Nové Sedlo,O-I Czech Republic,O-I Glass,31,Manufacture of glass,Sklo,2008,54614,62506.0,62506,,
CZ,238,CZ-0357-05,O-I Czech Republic - Rudolfova huť,"O-I Czech Republic, a.s.",Rudolfova huť,O-I Czech Republic,O-I Glass,31,Manufacture of glass,Sklo,2008,42199,43034.0,43034,,
CZ,241,CZ-0274-05,OKIN FACILITY a.s. - Kotelna SKV,OKIN FACILITY a.s. - kotelna SKV,Kotelna SKV,OKIN FACILITY,OKIN,20,Combustion of fuels,Výroba elektřiny a tepla,2008,4277,7555.0,7555,,
CZ,62,CZ-0117-05,OKK - Koksovna Svoboda,OKK - Koksovna Svoboda,Koksovna Svoboda,OKK Koksovny,MTX,20,Combustion of fuels,Ostatní odvětví,2008,94710,116224.0,116224,,
CZ,368,CZ-0392-06,"OMGD, s.r.o., provozovna Kaznějov","OMGD, s.r.o., provozovna Kaznějov",Provozovna Kaznějov,OMGD,OMGD,20,Combustion of fuels,Chemikálie a hnojiva,2008,56,15010.0,15010,,
CZ,116,CZ-0196-05,OP papírna - Nové energocentrum,OP papírna - Nové energocentrum,Nové energocentrum,OP papírna,delfort,36,Production of paper or cardboard,Papír,2008,34482,40561.0,40561,,
CZ,9,CZ-0028-05,OPATHERM - Výtopna Hillova,OPATHERM - Výtopna Hillova,Výtopna Hillova,OPATHERM,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,6116,7740.0,7740,,
CZ,10,CZ-0029-05,OPATHERM - Výtopna Olomoucká,OPATHERM - Výtopna Olomoucká,Výtopna Olomoucká,OPATHERM,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,7837,9467.0,9467,,
CZ,92,CZ-0160-05,ORLEN UNIPETROL - AGROCHEMIE,ORLEN UNIPETROL -  Energoblok EJ,AGROCHEMIE,ORLEN UNIPETROL,ORLEN UNIPETROL,20,Combustion of fuels,Chemikálie a hnojiva,2008,300690,301096.0,301096,,
CZ,340,CZ-0372-05,"ORLEN UNIPETROL RPA, s.r.o. - RAFINÉRIE, Kralupy",ORLEN Unipetrol RPA s.r.o.,"RAFINÉRIE, Kralupy",ORLEN UNIPETROL RPA,ORLEN UNIPETROL,21,Refining of mineral oil,Rafinace minerálních olejů,2008,483991,431461.0,431461,,
CZ,260,CZ-0231-05,"ORLEN UNIPETROL RPA, s.r.o. - RAFINÉRIE, Litvínov","ORLEN UNIPETROL RPA, Rafinérie Litvínov","RAFINÉRIE, Litvínov",ORLEN UNIPETROL RPA,ORLEN UNIPETROL,21,Refining of mineral oil,Rafinace minerálních olejů,2008,426318,457765.0,457765,,
CZ,231,CZ-0031-05,P-D Refractories - Lokalita Svitavy,"RHI Magnesita Czech Republic a.s., se sídlem Svitavy",P-D Refractories – Lokalita Svitavy,RHI Magnesita Czech Republic,RHI Magnesita,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,12705,12952.0,12952,,
CZ,232,CZ-0030-05,P-D Refractories - Lokalita Velké Opatovice,"RHI Magnesita Czech Republic a.s., se sídlem Velké Opatovice",P-D Refractories – Lokalita Velké Opatovice,RHI Magnesita Czech Republic,RHI Magnesita,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,21813,27121.0,27121,,
CZ,3,CZ-0007-05,PARAMO-HS Kolín,PARAMO-HS Kolín,HS Kolín,ORLEN UNIPETROL RPA,ORLEN UNIPETROL,21,Refining of mineral oil,Rafinace minerálních olejů,2008,25629,27293.0,27293,,
CZ,2,CZ-0006-05,PARAMO-HS Pardubice,PARAMO-HS Pardubice,HS Pardubice,PARAMO,ORLEN UNIPETROL,21,Refining of mineral oil,Rafinace minerálních olejů,2008,150833,171607.0,171607,,
CZ,39,CZ-0086-05,PBS Industry - Plynová výtopna,PBS Industry - Plynová výtopna,Plynová výtopna,PBS Industry,PBS,1,Combustion of fuels,Ostatní odvětví,2008,2206,2845.0,2845,,
CZ,80,CZ-0145-05,PILSEN STEEL - Elektrické obloukové pece,Max Aicher Pilsen - Elektrické obloukové pece,Elektrické obloukové pece,PILSEN STEEL,Max Aicher,24,Production of pig iron or steel,Železo a ocel,2008,20116,19858.0,19858,,
CZ,306,CZ-0159-05,"PLEAS a.s., Havlíčkův Brod","PLEAS, Havlíčkův Brod","PLEAS, Havlíčkův Brod","PLEAS, Havlíčkův Brod",Delta Galil,20,Combustion of fuels,Ostatní odvětví,2008,4393,5990.0,5990,,
CZ,311,CZ-0108-05,POLDI s.r.o.,POLDI s.r.o.,POLDI,POLDI,Poldi,24,Production of pig iron or steel,Železo a ocel,2008,2207,3283.0,3283,,
CZ,33,CZ-0075-05,POWGEN - TUBOX,POWGEN - TUBOX,POWGEN – TUBOX,POWGEN TUBOX,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,4997,7463.0,7463,,
CZ,319,CZ-0109-05,"PRECIOSA ORNELA-Polubný,Příchovice a Desná","PRECIOSA ORNELA-závod Polubný,Příchovice a Desná","Polubný,Příchovice a Desná",PRECIOSA ORNELA,Preciosa,31,Manufacture of glass,Sklo,2008,15000,22211.0,22211,,
CZ,301,CZ-0345-05,Papos Trade s.r.o.,Papos Trade s.r.o.,Papos Trade,Papos Trade,PAPOS Trade,35,Production of pulp,Papír,2008,11108,13699.0,13699,,
CZ,159,CZ-0245-05,Papírna Aloisov,Papírna Aloisov,Papírna Aloisov,Papírna Aloisov,Papírna Aloisov ,36,Production of paper or cardboard,Papír,2008,3878,4530.0,4530,,
CZ,300,CZ-0001-05,Paralax a.s. - Cihelna Nebužely,Paralax a.s. - Cihelna Nebužely,Cihelna Nebužely,Paralax,PARALAX,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,5628,7531.0,7531,,
CZ,305,CZ-0399-05,"Plynová kotelna SPH-SLUŽBY, s.r.o.",Plynová kotelna SPH-SLUŽBY,Plynová kotelna,SPH-SLUŽBY,SPH-SLUŽBY,20,Combustion of fuels,Výroba elektřiny a tepla,2008,5606,6410.0,6410,,
CZ,65,CZ-0121-05,Plzeňská teplárenská - centrální zdroj tepla Plzeň,Plzeňská teplárenská - centrální zdroj tepla Plzeň,Centrální zdroj tepla Plzeň,Plzeňská teplárenská,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2008,731244,827098.0,827098,,
CZ,76,CZ-0138-05,"Plzeňská teplárenská, a.s. - Teplárna ELU III","Plzeňská teplárenská, a.s. - Teplárna ELU III",Teplárna ELU III,Plzeňská teplárenská,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2008,569699,773324.0,773324,,
CZ,19,CZ-0045-05,Plzeňský Prazdroj - varny závodu Plzeň,Plzeňský Prazdroj - varny závodu Plzeň,Varny závodu Plzeň,Plzeňský Prazdroj,Asahi,20,Combustion of fuels,Potravinářský průmysl,2008,2307,2227.0,2227,,
CZ,85,CZ-0152-05,Pražská teplárenská - Teplárna Holešovice,Pražská teplárenská - Teplárna Holešovice,Teplárna Holešovice,Pražská teplárenská,Veolia Energie,20,Combustion of fuels,Výroba elektřiny a tepla,2008,54050,58887.0,58887,,
CZ,46,CZ-0093-05,Pražská teplárenská - Teplárna Malešice,Pražská teplárenská - Teplárna Malešice,Teplárna Malešice,Pražská teplárenská,Veolia Energie,20,Combustion of fuels,Výroba elektřiny a tepla,2008,317599,370543.0,370543,,
CZ,84,CZ-0151-05,Pražská teplárenská - Teplárna Michle,Pražská teplárenská - Teplárna Michle,Teplárna Michle,Pražská teplárenská,Veolia Energie,20,Combustion of fuels,Výroba elektřiny a tepla,2008,23672,40059.0,40059,,
CZ,87,CZ-0154-05,Pražská teplárenská - Výtopna Krč,Pražská teplárenská - Výtopna Krč,Výtopna Krč,Pražská teplárenská,Veolia Energie,20,Combustion of fuels,Výroba elektřiny a tepla,2008,4271,6173.0,6173,,
CZ,89,CZ-0156-05,Pražská teplárenská - Výtopna Ruzyně,Pražská teplárenská - Výtopna Ruzyně,Výtopna Ruzyně,Pražská teplárenská,Veolia Energie,20,Combustion of fuels,Výroba elektřiny a tepla,2008,0,0.0,0,,
CZ,1,CZ-0005-05,Procter&Gamble - Rakona - Kotelna,Procter&Gamble - Kotelna,Rakona – Kotelna,PROCTER&GAMBLE-RAKONA,Procter & Gamble,20,Combustion of fuels,Chemikálie a hnojiva,2008,7446,8294.0,8294,,
CZ,27,CZ-0065-05,Psychiatr. léčebna v Dobřanech - plynová kotelna,Psychiatr. nemocnice v Dobřanech,Plynová kotelna,Psychiatr. léčebna v Dobřanech,Ministerstvo zdravotnictví ČR,20,Combustion of fuels,Výroba elektřiny a tepla,2008,3791,4143.0,4143,,
CZ,299,CZ-0219-05,"REFRASIL, s.r.o.","REFRASIL, s.r.o.",REFRASIL,REFRASIL,Moravia Steel,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,4277,2965.0,2965,,
CZ,285,CZ-0055-05,RWE Gas Storage CZ - PZP Háje,Gas Storage CZ – PZP Háje,PZP Háje,Gas Storage CZ,ČEPS,20,Combustion of fuels,Ostatní odvětví,2008,2156,2772.0,2772,,
CZ,415,CZ-0438-08,"Rockwool, Technologická linka BOH2","Rockwool, Technologická linka BOH2",Technologická linka BOH2,Rockwool,ROCKWOOL,31,Manufacture of glass,Sklo,2008,7868,7868.0,7868,,
CZ,397,CZ-0428-06,Rýnovická energetická s.r.o.,Rýnovická energetická s.r.,Rýnovická energetická,Rýnovická energetická,Sytherm,1,Combustion of fuels,Výroba elektřiny a tepla,2008,4517,6152.0,6152,,
CZ,272,CZ-0132-05,SAINT-GOBAIN ADFORS CZ - Litomyšl,SAINT-GOBAIN ADFORS CZ - Litomyšl,Litomyšl,SAINT-GOBAIN ADFORS CZ,Compagnie de Saint-Gobain,31,Manufacture of glass,Sklo,2008,45302,52259.0,52259,,
CZ,381,CZ-0131-05,SAINT-GOBAIN ADFORS CZ - závod Hodonice,SAINT-GOBAIN ADFORS CZ - závod Hodonice,Závod Hodonice,SAINT-GOBAIN ADFORS CZ,Compagnie de Saint-Gobain,31,Manufacture of glass,Sklo,2008,31527,38069.0,38069,,
CZ,15,CZ-0040-05,SCB Foundry - Slévárna České Budějovice,SCB Foundry - Slévárna ČB,Slévárna České Budějovice,SCB Foundry,SCB Foundry,25,Production or processing of ferrous metals,Železo a ocel,2008,4858,8053.0,8053,,
CZ,37,CZ-0084-05,SKATLOP a.s.,SKATLOP a.s.,SKATLOP,SKATLOP,SKATLOP ,20,Combustion of fuels,Železo a ocel,2008,161338,210564.0,210564,,
CZ,330,CZ-0281-05,STOELZLE UNION s.r.o.,STOELZLE UNION s.r.o.,STOELZLE UNION,STOELZLE UNION,Stoelzle Oberglas,31,Manufacture of glass,Sklo,2008,15897,19619.0,19619,,
CZ,417,CZ-0439-08,Saint-Gobain Construction Products CZ a.s.,Saint-Gobain Construction Products CZ a.s.,Saint-Gobain Construction Products CZ,Saint-Gobain Construction Products CZ,Compagnie de Saint-Gobain,1,Combustion of fuels,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,13370,13370.0,13370,,
CZ,365,CZ-0366-05,"Schiedel, závod Zliv","Schiedel, závod Zliv",Závod Zliv,Schiedel,Standard Industries,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,5527,6887.0,6887,,
CZ,138,CZ-0222-05,Seco Industries - Kotelna AGS,Seco Industries - Kotelna AGS,Kotelna AGS,Seco Industries,Seco Industries,20,Combustion of fuels,Ostatní odvětví,2008,2705,3599.0,3599,,
CZ,29,CZ-0068-05,Sellier & Bellot - Centrální kotelna,Sellier & Bellot - Centrální kotelna,Centrální kotelna,Sellier & Bellot,Colt CZ,20,Combustion of fuels,Ostatní odvětví,2008,7216,9045.0,9045,,
CZ,279,CZ-0299-05,Seves Glass Block s.r.o.,Seves Glass Block s.r.o.,Seves Glass Block,Seves Glass Block,SEDIVER,31,Manufacture of glass,Sklo,2008,42074,42995.0,42995,,
CZ,357,CZ-0287-05,Silike keramika - provozovna Děčín,SILIKE provozovna Děčín,Provozovna Děčín,Silike keramika,Wienerberger,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,3004,3224.0,3224,,
CZ,242,CZ-0066-05,"Sklárny Moravia, a.s.","Sklárny Moravia, a.s.",Sklárny Moravia,Sklárny Moravia,SKLÁRNY MORAVIA,7,Manufacture of glass,Sklo,2008,10308,11861.0,11861,,
CZ,11,CZ-0034-05,"Slévárna ČKD Kutná Hora, a.s.",ČKD Kutná Hora - Slévárna,Slévárna,ČKD Kutná Hora,ČKD Kutná Hora,20,Combustion of fuels,Železo a ocel,2008,5097,6737.0,6737,,
CZ,117,CZ-0197-05,Sokolovská uhelná - Teplárna a PPC Vřesová,Teplárna a PPC Vřesová,Teplárna a PPC Vřesová,Sokolovská uhelná,SUAS,20,Combustion of fuels,Výroba elektřiny a tepla,2008,4258461,4478948.0,4478948,,
CZ,105,CZ-0180-05,Spolana - Závod Energetika,Spolana - Závod Energetika,Závod Energetika,Spolana,ORLEN UNIPETROL,42,Production of bulk chemicals,Chemikálie a hnojiva,2008,296999,304225.0,304225,,
CZ,22,CZ-0048-05,"Synthesia a.s., odštěpný závod SYNTHESIA",Synthesia - odštěpný závod SYNTHESIA,Odštěpný závod,Synthesia,Kaprain,20,Combustion of fuels,Chemikálie a hnojiva,2008,466764,482871.0,482871,,
CZ,372,CZ-0397-06,"Synthomer, kotelna",Synthomer,"Synthomer, kotelna","Synthomer, kotelna",Synthomer ,20,Combustion of fuels,Chemikálie a hnojiva,2008,62246,61644.0,61644,,
CZ,167,CZ-0259-05,TAMERO INVEST - Teplárna Kralupy,TAMERO INVEST - Teplárna Kralupy,Teplárna Kralupy,TAMERO INVEST,Synthos,20,Combustion of fuels,Chemikálie a hnojiva,2008,402590,428873.0,428873,,
CZ,176,CZ-0272-05,TEREA Cheb - Bloková výtopna Nemocnice,TEREA Cheb - Bloková výtopna Nemocnice,Bloková výtopna Nemocnice,TEREA Cheb,TEREA Cheb ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,3256,4266.0,4266,,
CZ,175,CZ-0271-05,TEREA Cheb - Bloková výtopna Skalka,TEREA Cheb - Bloková výtopna Skalka,Bloková výtopna Skalka,TEREA Cheb,TEREA Cheb ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,5507,8019.0,8019,,
CZ,374,CZ-0370-06,TEREA Cheb - Kotelna Hedvábnická,TEREA Cheb - Kotelna Hedvábnická,Kotelna Hedvábnická,TEREA Cheb,TEREA Cheb ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,5012,6239.0,6239,,
CZ,182,CZ-0293-05,TERMIKA Varnsdorf a.s.,TERMIKA Varnsdorf a.s.,TERMIKA Varnsdorf,TERMIKA Varnsdorf,TERMIKA Varnsdorf ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,38675,51740.0,51740,,
CZ,101,CZ-0171-05,TERMO Děčín - CZT Teplárna Benešovská,TERMO Děčín - CZT Teplárna Benešovská,CZT Teplárna Benešovská,TERMO Děčín,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,9002,11368.0,11368,,
CZ,100,CZ-0170-05,TERMO Děčín - Teplárna Bynov,TERMO Děčín - Teplárna Bynov,Teplárna Bynov,TERMO Děčín,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,5816,7505.0,7505,,
CZ,99,CZ-0169-05,TERMO Děčín - Teplárna Želenice,TERMO Děčín - Teplárna Želenice,Teplárna Želenice,TERMO Děčín,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,8776,10732.0,10732,,
CZ,389,CZ-0414-06,"TERMO Frýdlant n.O s.r.o., Uhelná kotelna v areálu","TERMO Frýdlant n.O s.r.o.,",Uhelná kotelna v areálu,TERMO Frýdlant n.O,T E R M O Frýdlant n.O. ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,7197,10744.0,10744,,
CZ,195,CZ-0335-05,TON - ENERGO-Teplárna  Bystřice pod Hostýnem,TON - ENERGO-Teplárna  Bystřice pod Hostýnem,ENERGO – Teplárna  Bystřice pod Hostýnem,TON,TON,20,Combustion of fuels,Ostatní odvětví,2008,16548,21388.0,21388,,
CZ,196,CZ-0336-05,TON - ENERGO-Teplárna Holešov,TON - ENERGO-Teplárna Holešov,ENERGO – Teplárna Holešov,TON,TON,20,Combustion of fuels,Ostatní odvětví,2008,13388,20372.0,20372,,
CZ,270,CZ-0122-05,TONDACH Česká republika s.r.o. - Závod Hranice,Wienerberger - Závod Hranice,TONDACH – Závod Hranice,Wienerberger,Wienerberger,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,16734,18678.0,18678,,
CZ,354,CZ-0405-05,TS Vlašim plynová výtopna Pila,Dalkia Kolín - TS Vlašim plynová výtopna,TS Vlašim plynová výtopna Pila,TS Vlašim plynová výtopna Pila,Město Vlašim,20,Combustion of fuels,Výroba elektřiny a tepla,2008,5068,5855.0,5855,,
CZ,382,CZ-0263-05,"TTS energo s.r.o., kotelna K13",TTS energo - kotelna K13,Kotelna K13,TTS energo,TTS energo ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,451,3429.0,3429,,
CZ,355,CZ-0409-06,TYLEX Letovice a.s.,TYLEX Letovice a.s.,TYLEX Letovice,TYLEX Letovice,TYLEX Letovice ,20,Combustion of fuels,Ostatní odvětví,2008,9860,11674.0,11674,,
CZ,30,CZ-0069-05,Tepelné hospodářství Prachatice - kotelna IV - byt,Tepelné hospodářství Prachatice,Kotelna IV – byt,Tepelné hospodářství Prachatice,Město Prachatice,20,Combustion of fuels,Výroba elektřiny a tepla,2008,8047,9553.0,9553,,
CZ,395,CZ-0044-06,"Tepelné hospodářství Rychnov nad Kněžnou, s.r.o. ,",Tepelné hospodářství Rychnov nad Kněžnou,Tepelné hospodářství Rychnov nad Kněžnou,Tepelné hospodářství Rychnov nad Kněžnou,Město Rychnov nad Kněžnou,1,Combustion of fuels,Výroba elektřiny a tepla,2008,14539,16530.0,16530,,
CZ,81,CZ-0146-05,Teplo Bruntál - Centrální výtopna Dolní,Teplo Bruntál - Centrální výtopna Dolní,Centrální výtopna Dolní,Teplo Bruntál,Město Bruntál,20,Combustion of fuels,Výroba elektřiny a tepla,2008,19420,23849.0,23849,,
CZ,163,CZ-0255-05,Teplospol - kotelna Vajgar,Teplospol - Kotelna Vajgar,Kotelna Vajgar,Teplospol,Teplospol ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,8299,10397.0,10397,,
CZ,82,CZ-0148-05,Teplárna Kladno - Elektrárna Kladno,Teplárna Kladno s.r.o.,Elektrárna Kladno,Teplárna Kladno,Sev.en Česká energie ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,1563276,1594252.0,1594252,,
CZ,401,CZ-0417-06,Teplárna Kladno - Elektrárna Kladno 2,"Sev.en Zeta, a.s.",Elektrárna Kladno 2,Sev.en Zeta,Sev.en Česká energie ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,3714,25000.0,25000,,
CZ,79,CZ-0143-05,Teplárna Kyjov - Paroplynová kogenerační jednotka,Teplárna Kyjov - Paroplynová kogenerační j.,Paroplynová kogenerační jednotka,Teplárna Kyjov,Lama Energy,20,Combustion of fuels,Výroba elektřiny a tepla,2008,12611,17714.0,17714,,
CZ,353,CZ-0167-06,"Teplárna Liberec, a.s.","Teplárna Liberec, a. s.",Teplárna Liberec,Teplárna Liberec,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,87733,120412.0,120412,,
